2019-12-13 23:00:00,7269.68457
2019-12-14 23:00:00,7483.68457
2019-12-15 23:00:00,7478.68457
2019-12-16 23:00:00,7487.68457
2019-12-17 23:00:00,7749.68457
2019-12-18 23:00:00,7971.68457
2019-12-19 23:00:00,8193.684570000001
2019-12-20 23:00:00,8448.684570000001
2019-12-21 23:00:00,8431.684570000001
2019-12-22 23:00:00,8419.684570000001
2019-12-23 23:00:00,8244.684570000001
2019-12-24 23:00:00,8407.684570000001
2019-12-25 23:00:00,8615.684570000001
2019-12-26 23:00:00,8622.684570000001
2019-12-27 23:00:00,8395.684570000001
